"","ProfileName","ManipulatorPosition.AxisPosition","ManipulatorPosition.AxisPosition.1","ManipulatorPosition.AxisPosition.2","ManipulatorPosition.AxisPosition.3","ManipulatorPosition.AxisPosition.4","CTAxisOffset","XraySettings.Settings.kV","XraySettings.Settings.uA","XrayFilterMaterial","XrayFilterThickness","XrayHead","XrayHeadNumber","ShadingCorrections.CorrectionName","FluxNormalisation","FluxNormalisationRect.Location.X","FluxNormalisationRect.Location.Y","FluxNormalisationRect.Size.Width","FluxNormalisationRect.Size.Height","FluxNormalisationRect.X","FluxNormalisationRect.Y","FluxNormalisationRect.Width","FluxNormalisationRect.Height","IntensifierField","IrisDemand","ImagingSettings.transform","ImagingSettings.imageOffsetX","ImagingSettings.imageOffsetY","ImagingSettings.imageSizeX","ImagingSettings.imageSizeY","ImagingSettings.defaultImagingMode","ImagingSettings..attrs.exposure","ImagingSettings..attrs.gain","ImagingSettings..attrs.brightness","ImagingSettings..attrs.digitalGain","ImagingSettings..attrs.binning","ImagingSettings..attrs.WhiteToBlackLatency","ImagingSettings..attrs.BlackToWhiteLatency","ImagingSettings..attrs.WhiteToWhiteLatency","ImagingSettings..attrs.lines","ImagingSettings..attrs.accumulation","ScanFlatPanel","PanelScanImages","DetectorPixelSizeMM","MinimiseRingArtefacts","Reconstruct","ReconstructionPCName","DualEnergy","ReferenceImageFrames","OptimiseProjections","Projections","FramesPerProjection","VolumeOfInterest.XStart","VolumeOfInterest.XEnd","VolumeOfInterest.YStart","VolumeOfInterest.YEnd","VolumeOfInterest.ZStart","VolumeOfInterest.ZEnd","ReconstructionQuality","BeamHardeningPreset","NoiseReductionPreset","LinearInterpolation","MedianFilterSize","CalculateCentreOfRotation","ApplyRodCorrection","Delay.Hours","Delay.Minutes","Delay.Seconds","DataSetName","SafePosition.AxisPosition","SafePosition.AxisPosition.1","SafePosition.AxisPosition.2","SafePosition.AxisPosition.3","SafePosition.AxisPosition.4","AutomaticShadingCorrection","TallSampleRadius","UseTallSampleROI","ProjectionImageEnhancement","RunVolumeAnalysis","ProfileVersion","TallSamplePositions","TallSamplePositions.1","TallSamplePositions.2","filenm"
"42",NA,"0","529.0662","-118.9702","0","0","0","210","35","Copper","0.125","Reflection 225","0","gn2","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1415","4","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnM2","-0.0141","413.8772","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnM2 [2016-03-02 12.10.40]/BAEnM2.ctprofile.xml"
"43",NA,"0","529.0662","-118.9702","0","0","0","210","36","Copper","0.35","Reflection 225","0","gn3","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1000","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnM3","-0.0233","374.2964","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnM3 [2016-03-02 15.59.50]/BAEnM3.ctprofile.xml"
"44",NA,"0","529.0662","-118.9702","0","0","0","210","41","Copper","0.5","Reflection 225","0","gn4","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2000","4","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnM4","-0.0175","403.2436","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnM4 [2016-03-02 17.53.51]/BAEnM4.ctprofile.xml"
"45",NA,"0","529.0662","-118.9702","0","0","0","210","35","Copper","0.15","Reflection 225","0","gn5","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1415","4","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnM5","-0.016","442.0033","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnM5 [2016-03-03 11.25.07]/BAEnM5.ctprofile.xml"
"46",NA,"0","529.0662","-118.9702","0","0","0","210","35","Copper","0.15","Reflection 225","0","gn6","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2000","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnM6","-0.016","442.0033","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnM6 [2016-03-03 12.52.43]/BAEnM6.ctprofile.xml"
"47",NA,"0","529.0662","-118.9702","0","0","0","210","35","Copper","0.35","Reflection 225","0","gn7","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1000","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnM7","-0.016","442.0033","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnM7 [2016-03-03 14.51.51]/BAEnM7.ctprofile.xml"
"48",NA,"0","529.0662","-118.9702","0","0","0","210","32","Copper","0.35","Reflection 225","0","gn8","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1415","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnM8","0","365.3881","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnM8 [2016-03-04 13.46.48]/BAEnM8.ctprofile.xml"
"49",NA,"0","529.0662","-118.9702","0","0","0","210","41","Copper","0.5","Reflection 225","0","gn9","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1000","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnM9","-0.016","442.0033","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnM9 [2016-03-03 16.11.26]/BAEnM9.ctprofile.xml"
"50",NA,"0","492.1831","-118.9702","0","0","0","210","36","Copper","0.125","Reflection 225","0","General","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1415","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","2702","1","359","1599","422","1533","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnMA1",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnMA1 [2016-04-08 10.29.00]/BAEnMA1.ctprofile.xml"
"51",NA,"0","492.1831","-118.9702","0","0","0","210","36","Copper","0.35","Reflection 225","0","General","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1415","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","2702","1","359","1599","422","1533","0","1995","100","0","0","true","0","false","false","0","0","0","BAEnMA2","-0.0048","362.6485","-118.9702","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/BAEnMA2 [2016-04-08 11.42.16]/BAEnMA2.ctprofile.xml"
"52","Inside-Out_White_Check","0","455.7185","18.6904","-80.5072","0","0","315","222","Copper","9","Reflection 320","4","Generic","true","33","40","113","120","33","40","113","120","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","145","1890","110","1962","28","1947","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/bluewater_bell_top_post2 [2014-07-02 11.43.43]/bluewater_bell_top_post2.ctprofile.xml"
"53","Inside-Out_White_Check","0","455.7185","18.6904","161.9974","0","0","315","222","Copper","9","Reflection 320","4","Generic","false","33","40","113","120","33","40","113","120","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","44","1937","66","1698","75","1931","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/bluewater_bell_top_post3 [2014-07-02 14.21.10]/bluewater_bell_top_post3.ctprofile.xml"
"54","Inside-Out_White_Check","0","455.7185","23.5598","-33.0619","0","0","315","222","Copper","9","Reflection 320","4","Generic","false","33","40","113","120","33","40","113","120","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","154","1997","176","1912","41","1865","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/bluewater_bell_top_post4 [2014-07-02 18.58.44]/bluewater_bell_top_post4.ctprofile.xml"
"55","BAE0039_PS_CablesJN1003","0","344.5371","-194.53","0","0","0","300","100","Tin","2","Reflection 320","4","Generic","false","2","68","260","164","2","68","260","164","0","100","1","2","20","1996","1996","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","311","1786","336","1535","264","1641","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Bluewater_coin_ag3 [2015-04-16 19.11.28]/Bluewater_coin_ag3.ctprofile.xml"
"56","BAE0039_PS_CablesJN1003","0","441.52","-183.55","0","0","0","300","100","Tin","2","Reflection 320","4","Generic","false","2","68","260","164","2","68","260","164","0","100","1","2","20","1996","1996","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","537","1911","336","1589","176","1961","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Bluewater_coin_lump3 [2015-04-16 14.43.23]/Bluewater_coin_lump3.ctprofile.xml"
"57","BAE0039_PS_CablesJN1003","0","551.2989","-184.23","0","0","0","210","95","Tin","1","Reflection 225","0","Generic","false","2","68","260","164","2","68","260","164","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","486","1623","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Bluewater_indio_grosso [2015-04-02 10.39.36]/Bluewater_indio_grosso.ctprofile.xml"
"58","BAE0039_PS_CablesJN1003","0","551.2989","-184.23","0","0","0","210","95","Tin","1","Reflection 225","0","Generic","false","2","68","260","164","2","68","260","164","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","486","1623","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Bluewater_indio_grosso [2015-04-02 10.41.18]/Bluewater_indio_grosso.ctprofile.xml"
"59","BAE0039_PS_CablesJN1003","0","439.68","-190.63","0","0","0","210","71","Tin","1","Reflection 225","0","Generic","false","2","68","260","164","2","68","260","164","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","141","1827","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Bluewater_indio_grosso2 [2015-04-07 16.40.03]/Bluewater_indio_grosso2.ctprofile.xml"
"60","BAE0039_PS_CablesJN1003","0","443.97","-176.32","0","0","0","300","100","Tin","2","Reflection 320","4","Generic","false","2","68","260","164","2","68","260","164","0","100","1","2","20","1996","1996","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","257","1845","282","1588","276","1823","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Bluewater_indio_grosso3 [2015-04-15 13.56.49]/Bluewater_indio_grosso3.ctprofile.xml"
"61","BAE0039_PS_CablesJN1003","0","435.67","-191.61","0","0","0","210","95","Tin","1","Reflection 225","0","Generic","false","2","68","260","164","2","68","260","164","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Bluewater_triple [2015-04-07 10.07.45]/Bluewater_triple.ctprofile.xml"
"62","BAE0039_PS_CablesJN1003","0","435.67","-191.61","0","0","0","210","95","Tin","1","Reflection 225","0","Generic","false","2","68","260","164","2","68","260","164","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Bluewater_triple [2015-04-07 12.07.20]/Bluewater_triple.ctprofile.xml"
"63","WMG_violin2_ B","0","402.97","-79.3","0","0","0","320","219","Tin","8","Reflection 320","4","Generic","true","21","28","37","43","21","28","37","43","0","100","1","2","20","1996","1996","Histogram","4000","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/BOC_BrcknPrt1 [2014-09-14 14.46.50]/BOC_BrcknPrt2.ctprofile.xml"
"64","WMG_violin2_ B","0","432.6","-151.2616","0","0","0","320","232","Tin","4","Reflection 320","4","Generic","true","21","28","213","219","21","28","213","219","0","100","1","2","20","1996","1996","Histogram","4000","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/BOC_MachPart2_2 [2014-09-17 14.34.03]/BOC_MachPart2_2.ctprofile.xml"
"65","WMG_violin2_ B","0","398.36","71.07","0","0","0","130","181","None","1","Reflection 320","4","Generic","true","21","28","213","219","21","28","213","219","0","100","1","2","20","1996","1996","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","13","1592","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Borocl_Trumpet1 [2014-09-20 13.30.26]/Borocl_Trumpet1.ctprofile.xml"
"66","WMG_violin2_ B","0","398.36","71.07","0","0","0","130","192","None","0","Reflection 320","4","Generic","true","21","28","213","219","21","28","213","219","0","100","1","2","20","1996","1996","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","13","1592","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Borocl_Trumpet2 [2014-09-20 16.31.22]/Borocl_Trumpet2.ctprofile.xml"
"67","BAE0039_PS_CablesJN1003","0","460.3805","55.26","0","0","0","120","125","Copper","0","Reflection 225","0","Generic","false","2","68","260","164","2","68","260","164","0","100","1","2","20","1996","1996","Histogram","1415","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","160","1833","581","1588","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Brucol_trumpet_01apr [2015-04-01 11.50.47]/Brucol_trumpet_01apr.ctprofile.xml"
"68","WMG_wires_testsample2","0","489.15","64.26","0","0","0","130","108","None","0","Reflection 225","0","Generic","true","11","22","29","151","11","22","29","151","0","100","1","2","20","1996","1996","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Brucol_Trumpet3 [2014-10-29 10.16.52]/Brucol_Trumpet3.ctprofile.xml"
"69","WMG_wires_testsample2","0","492.37","58.84","0","0","0","150","97","None","0","Reflection 225","0","Generic","true","11","25","59","148","11","25","59","148","0","100","1","2","20","1996","1996","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","207","1560","154","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Brucol_Trumpet4 [2014-11-04 14.35.23]/Brucol_Trumpet4.ctprofile.xml"
"70","CAT_S40_a","0","433.81","-42.37","0","0","0","200","65","None","0","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","2967","1","119","1877","653","1302","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/CAT_S40_a [2015-12-21 15.25.59]/CAT_S40_a.ctprofile.xml"
"71","CAT_S40_b","0","492.9725","-42.37","0","0","0","200","65","None","0","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","2967","1","119","1877","653","1302","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/CAT_S40_b [2015-12-21 18.45.22]/CAT_S40_b.ctprofile.xml"
"72","External_saw_tooth_normB","0","475.5861","-146.9192","167.9578","0","0","155","101",NA,"0","Reflection 225","0","chip","false","26","24","272","76","26","24","272","76","0","100","1","24","24","2000","2000","Histogram","500","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","false","360","1","850","1299","810","1277","901","1994","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/chip [2015-02-03 15.22.43]/chip.ctprofile.xml"
"73","WMG_wires_testsample2","0","500.57","-51.2","90","0","0","190","47","Tin","0.5","Reflection 225","0","Generic","true","1697","158","208","194","1697","158","208","194","0","100","1","2","20","1996","1996","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Erchi_weld1 [2014-12-04 19.42.36]/Erchi_weld1.ctprofile.xml"
"74","WMG_McNally_arm_A","0","497.57","-46.33","0","0","0","190","47","Tin","0.5","Reflection 225","0","Generic","true","26","24","208","194","26","24","208","194","0","100","1","2","20","1996","1996","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","169","1864","210","1748","50","1874","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Erchi_weld2 [2014-12-12 13.41.09]/Erchi_weld2.ctprofile.xml"
"75","WMG_McNally_arm_A","0","495.91","-46.44","0","0","0","200","150","None","0","Reflection 225","0","Generic","false","26","24","208","194","26","24","208","194","0","100","1","2","20","1996","1996","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","166","1830","163","1594","97","1921","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Erchi_weld2_2 [2014-12-15 17.23.08]/Erchi_weld2_2.ctprofile.xml"
"76","WMG_McNally_arm_A","0","495.91","-46.44","0","0","0","200","200","None","0","Reflection 225","0","Generic","false","26","24","208","194","26","24","208","194","0","100","1","2","20","1996","1996","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","166","1830","163","1594","97","1921","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Erchi_weld2_3 [2014-12-16 11.48.33]/Erchi_weld2_3.ctprofile.xml"
"77","Spooner_cru_FeP02pt36ptFeO_95s","0","433.06","32.27","0","0","0","290","127","Tin","2","Reflection 320","4","Generic","false","2","53","72","179","2","53","72","179","0","100","1","2","20","1996","1996","Histogram","2829","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","173","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Erchi_weld3 [2015-07-14 16.29.09]/Erchi_weld3.ctprofile.xml"
"78","External_saw_tooth_corA","0","546.3921","-179.5967","0","0","0","220","91","Tin","0.75","Reflection 225","0","Generic","false","26","24","208","194","26","24","208","194","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","2813","1","926","1617","351","1585","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/External_saw_tooth_corA [2015-01-16 16.32.42]/External_saw_tooth_corA.ctprofile.xml"
"79","External_saw_tooth_corB","0","522.2704","-179.5967","0","0","0","220","91","Tin","0.75","Reflection 225","0","Generic","false","26","24","208","194","26","24","208","194","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","2813","1","926","1617","351","1585","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/External_saw_tooth_corB [2015-01-16 19.43.58]/External_saw_tooth_corB.ctprofile.xml"
"80","External_saw_tooth_normA","0","478.7657","-179.5967","0","0","0","220","91","Tin","0.75","Reflection 225","0","Generic","false","26","24","208","194","26","24","208","194","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3028","1","926","1618","260","1586","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/External_saw_tooth_normA [2015-01-16 22.55.09]/External_saw_tooth_normA.ctprofile.xml"
"81","External_saw_tooth_normB","0","454.3269","-179.5967","0","0","0","220","91","Tin","0.75","Reflection 225","0","Generic","false","26","24","208","194","26","24","208","194","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","926","1619","201","1522","151","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/External_saw_tooth_normB [2015-01-17 02.20.52]/External_saw_tooth_normB.ctprofile.xml"
"82",NA,"0","545.439","0","0","0","0","130","95",NA,"0","Reflection 320","4","FID Cal","false","109","178","238","249","109","178","238","249","0","100","1","24","24","2000","2000","Recursion","267","4","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"false","2300","1","662","1308","649","1288","709","1264","100","0","0","true","0","false","false","0","0","0","Final Cal Scan",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/Final Cal Scan [2016-04-05 11.36.53]/Final Cal Scan.ctprofile.xml"
"83","WMG_Spooner_SEtrial","0","452.6455","-49.4087","-299.7298","0","0","200","50","Copper","1","Reflection 225","0","Generic","false","2","53","72","179","2","53","72","179","0","100","1","2","20","1996","1996","Histogram","1415","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","254","1752","308","1704","0","1949","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/GeneralD_SSR [2015-06-19 17.19.20]/GeneralD_SSR.ctprofile.xml"
"84","Gibbons_TiALM","0","365.24","129.21","0","0","0","300","99","Tin","2","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2829","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","2060","1","480","1506","596","1398","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Gibbons_TiALM [2015-10-07 15.49.00]/Gibbons_TiALM.ctprofile.xml"
"85","Gibbons_TiALM1","0","330.14","-40.83","0","0","0","300","99","Tin","2","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2829","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","2478","1","480","1616","606","1488","0","1995","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Gibbons_TiALM1 [2015-10-05 19.39.33]/Gibbons_TiALM1.ctprofile.xml"
"86","Gibbons_TiALM1","0","330.14","-40.83","0","0","0","300","99","Tin","2","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2829","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","2745","1","364","1673","443","1489","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Gibbons_TiALM1 [2015-10-07 23.11.32]/Gibbons_TiALM1.ctprofile.xml"
